sample_ID,date,start_time,end_time,climate_logger_ID,latitude,longitude,GPS,city,address,location_description,site,habitat_description,temperature,weather,shade,wind,imp_mean,imp_median,imp_stdev,imp_min,imp_max,t1_mean,t1_max,t1_min,t1_sd,t1_var,t2_mean,t2_max,t2_min,t2_sd,t2_var,t3_mean,t3_max,t3_min,t3_sd,t3_var,raw_moist_mean,raw_moist_max,raw_moist_min,raw_moist_sd,raw_moist_var,vol_moist_mean,vol_moist_max,vol_moist_min,vol_moist_sd,vol_moist_var,remarks_participants,remarks_Nelma
24-11095,31.07.2024,9:22,11:25,94226787,51.3236640,12.3181532,"51.3236640, 12.3181532",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, at foot of dead tree, bare earth",24,no clouds,half-shade,no wind,41.89803,31.5,31.01389,0,100,21.55,22.19,21.25,0.33,0.11,27.45,33.56,23.69,4.18,17.43,27.88,33.13,24.06,4.13,17.07,1084,1102,1071.00,11.6004926,134.5714286,9.70,10.1,9.4,0.25,0.062857143,"at 80 minutes, ants very active, eating then running around very fast; full shade at beginning then full sun from around middle of exp; at end, many ants running around fast, mostly where 20% and 40% were","first half of exp was in full shade, second half in full sun, neither no shade or full shade seem appropriate so I picked half-shade"
24-11096,31.07.2024,9:47,11:50,94226814,51.3237682,12.3181388,"51.3237682, 12.3181388",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, near compost piles, under a tree, partial grass cover",24,no clouds,half-shade,no wind,37.4085,28,29.9806,0,100,20.94,21.38,20.50,0.30,0.09,25.97,28.56,24.69,1.19,1.41,27.28,31.13,25.13,1.83,3.34,1445.555556,1456,1433.00,6.784377479,46.02777778,17.49,17.7,17.2,0.15,0.021111111,couple ants active around baits at start,
24-11097,31.07.2024,10:12,12:16,94253291,51.3237760,12.3183081,"51.3237760, 12.3183081",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, behind 2 big graves, partial grass cover",24,no clouds,half-shade,no wind,36.26885,26,30.36607,0,100,21.54,21.63,21.50,0.06,0.00,26.25,27.63,25.38,0.78,0.60,27.83,29.63,26.38,1.08,1.16,1453.777778,1455,1452.00,0.971825316,0.944444444,17.69,17.7,17.6,0.03,0.001111111,"couple ants active around baits at start; few ants also at very end, very fast, hard to pick up before they run (some of them Formica-looking)",
24-11098,31.07.2024,10:37,12:42,94253279,51.3236531,12.3182772,"51.3236531, 12.3182772",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, under a shrub, partial grass cover",26,no clouds,half-shade,no wind,42.15033,31,31.75905,0,100,19.72,20.00,19.44,0.20,0.04,24.52,25.75,23.13,0.84,0.71,26.65,28.31,24.81,1.09,1.20,1364.888889,1367,1362.00,1.615893286,2.611111111,15.78,15.8,15.7,0.04,0.001944444,"some ants active around baits at start; at end, many ants active on the ground",
24-11099,31.07.2024,16:11,18:14,94253291,51.3304606,12.3612653,"51.3304606, 12.3612653",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, under trees, partial grass cover, some tree litter (acorns/dead twigs)",31,lightly cloudy,half-shade,,0.338762,0,2.984634,0,39,21.81,22.25,21.75,0.17,0.03,27.31,28.31,26.63,0.52,0.27,29.47,30.00,28.63,0.56,0.32,1753.333333,1755,1751.00,1.414213562,2,23.87,23.9,23.8,0.05,0.0025,some ants active at start ,
24-11100,31.07.2024,16:35,18:39,94253279,51.3305540,12.3614410,"51.3305540, 12.3614410",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"ca 5m from footpath, in between trees and shrubs, partial grass cover, leaf litter",31,lightly cloudy,half-shade,no wind,0.918301,0,4.650869,0,42,21.88,21.94,21.88,0.02,0.00,26.65,27.31,26.19,0.36,0.13,28.62,29.31,27.88,0.47,0.22,1872.111111,1882,1864.00,6.153138314,37.86111111,26.23,26.4,26.1,0.12,0.015,"some active ants at start; 120' lots of very active ants around baits, on baits often seem like myrmica-looking were more on top of bait and lasius-looking more on underside, fighting observed between myrmica-like ants as well as lasius-like vs myrmica-like",
24-11101,31.07.2024,16:58,19:01,94226814,51.3304847,12.3615718,"51.3304847, 12.3615718",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, small area w/ partial grass cover near tree, rocky soil",31,lightly cloudy,full shade,no wind,1.935484,0,9.810907,0,91,24.99,25.31,24.63,0.22,0.05,27.41,28.00,26.75,0.43,0.18,28.71,29.31,28.13,0.46,0.21,2322.111111,2327,2313.00,4.960958689,24.61111111,34.93,35,34.8,0.09,0.0075,some ants active around baits,
24-11102,31.07.2024,17:23,19:26,94226787,51.3303278,12.3614427,"51.3303278, 12.3614427",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"under big tree, open dirt, no grass, some acorns and dead twigs",31,lightly cloudy,full shade,no wind,0.33657,0,3.079842,0,42,20.60,20.63,20.56,0.03,0.00,25.78,26.25,25.50,0.23,0.05,28.22,29.00,27.75,0.36,0.13,1669.111111,1670,1668.00,0.78173596,0.611111111,22.13,22.2,22.1,0.05,0.0025,few ants active around baits at start,
24-11103,01.08.2024,9:15,11:16,94226787,51.3504108,12.4208382,"51.3504108, 12.4208382",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",23,no clouds,no shade,no wind,5.676282,0,10.01254,0,50,24.49,25.75,23.38,0.84,0.71,30.57,32.75,25.88,2.43,5.89,29.15,31.50,26.00,1.71,2.91,1445.777778,1458,1402.00,17.99151034,323.6944444,17.52,17.8,16.6,0.38,0.144444444,"some ants active around baits at start; ants at beginning looked like red Myrmicie, at end dark Lasius on 40%, no Myrmicie seen",
24-11104,01.08.2024,9:40,11:43,94253279,51.3502789,12.4208010,"51.3502789, 12.4208010",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",23,no clouds,half-shade,no wind,4.506536,0,9.357547,0,36,23.99,24.38,23.69,0.23,0.05,27.59,31.06,26.13,1.84,3.37,27.17,29.69,25.88,1.25,1.56,1434.111111,1439,1432.00,2.147349788,4.611111111,17.26,17.4,17.2,0.07,0.005277778,couple ants active around baits at start,"no shade was underlined and half-shade circled, I kept the higher shade option"
24-11105,01.08.2024,10:05,12:07,94253291,51.3503394,12.4210716,"51.3503394, 12.4210716",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",25,no clouds,no shade,no wind,4.074919,0,8.537573,0,33,26.51,28.00,25.00,1.02,1.04,34.40,36.25,31.88,1.47,2.17,32.43,34.38,30.56,1.18,1.39,1363.333333,1373,1349.00,8.351646544,69.75,15.76,16,15.4,0.20,0.040277778,couple active ants around baits at start,
24-11106,01.08.2024,10:30,12:33,94226814,51.3504162,12.4209998,"51.3504162, 12.4209998",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",25,no clouds,no shade,no wind,4.919872,0,9.165326,0,36,28.31,29.50,27.00,0.82,0.67,34.88,36.44,32.75,1.24,1.55,33.97,35.75,31.00,1.52,2.32,2378.777778,2384,2372.00,3.993049517,15.94444444,36.00,36.1,35.9,0.07,0.005,"no ants seen active at start, but bees and wasps in fallen flowers",
24-11107,01.08.2024,15:30,17:33,94253291,51.3364093,12.3754160,"51.3364093, 12.3754160",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, open dirt in a shrub bed, moist/wet dirt (lots of rain in past days)",29,lightly cloudy,full shade,no wind,75.66026,100,37.55492,0,100,33.59,35.75,31.75,1.38,1.90,31.54,32.81,30.75,0.80,0.65,30.83,31.88,29.94,0.54,0.30,2009.666667,2023,1995.00,10.57118726,111.75,28.97,29.2,28.7,0.20,0.04,couple active ants around baits at start and end,
24-11108,01.08.2024,15:55,18:00,94226814,51.3364510,12.3756658,"51.3364510, 12.3756658",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, near path, partial grass cover under a tree",29,no clouds,no shade,no wind,71.35526,100,39.754,0,100,27.10,27.69,26.50,0.46,0.21,34.51,35.75,33.00,1.02,1.04,33.61,35.00,31.81,0.98,0.97,2472.111111,2477,2462.00,5.348935512,28.61111111,37.72,37.8,37.5,0.11,0.011944444,"couple ants active around baits at start; many many ants active around baits at endm running fast, hard to count",
24-11109,01.08.2024,16:20,18:23,94253279,51.3362019,12.3757097,"51.3362019, 12.3757097",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, in a bed of wood whavings under trees, near path",30,lightly cloudy,full shade,no wind,67.79355,100,39.37613,0,100,21.58,21.63,21.50,0.05,0.00,28.06,28.38,27.69,0.25,0.06,29.37,29.75,28.75,0.37,0.14,1555,1556,1552.00,1.322875656,1.75,19.79,19.8,19.7,0.03,0.001111111,"couple active ants around baits at start; slight wind from 18:00, still mostly windless","windless for most of exp, kept no wind"
24-11110,01.08.2024,16:45,18:48,94226787,51.3362729,12.3754697,"51.3362729, 12.3754697",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, partial grass cover under a small tree",29,lightly cloudy,no shade,weak wind,72.76375,100,38.02868,0,100,29.09,29.25,28.75,0.17,0.03,33.40,35.75,28.88,2.63,6.93,31.67,34.00,28.00,2.24,5.03,1255.222222,1264,1244.00,7.644896627,58.44444444,13.43,13.6,13.2,0.17,0.0275,"many ants active around baits at start (next to formica-like ant nest + trail of small dark myrmicie); hard to lay cards fully on the ground, too much grass; mostly Formica on top of baits and small Myrmicie on underside",
