sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
22-11043,20,80,0,"Störung: at 20% and 40% ""Schmutz""",
22-11043,20,120,2,"Störung: at 20% and 40% ""Schmutz""",little 1 in upper right corner
22-11043,20,Frozen,,"Störung: at 20% and 40% ""Schmutz""",
22-11043,20,Lab,,,no sample linked to this data sheet
22-11043,40,5,2,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,10,0,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,20,2,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,40,1,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,80,1,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,120,0,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,Frozen,,"Störung: at 20% and 40% ""Schmutz""",
22-11043,40,Lab,,,no sample linked to this data sheet
22-11044,0,5,0,,
22-11044,0,10,0,,
22-11044,0,20,1,,
22-11044,0,40,0,,
22-11044,0,80,1,,
22-11044,0,120,0,,
22-11044,0,Frozen,,,
22-11044,0,Lab,0,,
22-11044,5,5,0,,
22-11044,5,10,0,,
22-11044,5,20,0,,
22-11044,5,40,0,,
22-11044,5,80,0,,
22-11044,5,120,0,,
22-11044,5,Frozen,,,
22-11044,5,Lab,0,,
22-11044,10,5,0,,
22-11044,10,10,0,,
22-11044,10,20,0,,
22-11044,10,40,0,,
22-11044,10,80,0,,
22-11044,10,120,0,,
22-11044,10,Frozen,,,
22-11044,10,Lab,0,,
22-11044,20,5,0,,
22-11044,20,10,0,,
22-11044,20,20,0,,
22-11044,20,40,0,,
22-11044,20,80,0,,
22-11044,20,120,1,,
22-11044,20,Frozen,,,
22-11044,20,Lab,0,,
22-11044,40,5,0,,
22-11044,40,10,0,,
22-11044,40,20,0,,
22-11044,40,40,0,,
22-11044,40,80,1,,
22-11044,40,120,0,,
22-11044,40,Frozen,,,
22-11044,40,Lab,0,,
22-11046,0,5,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,10,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,20,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,40,3,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,80,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,120,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,Frozen,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,0,Lab,,,no sample linked to this data sheet
22-11046,5,5,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,10,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,20,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,40,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,80,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,120,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,Frozen,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,5,Lab,,,no sample linked to this data sheet
22-11046,10,5,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,10,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,20,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,40,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,80,5,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,120,18,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,Frozen,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,10,Lab,,,no sample linked to this data sheet
22-11046,20,5,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,10,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,20,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,40,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,80,9,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,120,20,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,Frozen,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,20,Lab,,,no sample linked to this data sheet
22-11046,40,5,0,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,10,2,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,20,2,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,40,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,80,1,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,120,2,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,Frozen,4,zu Beginn very cloudy. am Morgen Regen,
22-11046,40,Lab,,,no sample linked to this data sheet
22-11048,0,5,0,,"written as ""-"", interpreted as 0"
22-11048,0,10,0,,"written as ""-"", interpreted as 0"
22-11048,0,20,0,,"written as ""-"", interpreted as 0"
22-11048,0,40,0,,"written as ""-"", interpreted as 0"
22-11048,0,80,,,"""+"" written here, don't know how to interpret"
22-11048,0,120,,,"""+"" written here, don't know how to interpret"
22-11048,0,Frozen,,,
22-11048,0,Lab,0,,
22-11048,5,5,,,
22-11048,5,10,,,
22-11048,5,20,,,
22-11048,5,40,,,
22-11048,5,80,,,
22-11048,5,120,,,
22-11048,5,Frozen,,,
22-11048,5,Lab,1,,
22-11048,10,5,,,
22-11048,10,10,,,
22-11048,10,20,,,
22-11048,10,40,,,
22-11048,10,80,,,
22-11048,10,120,,,
22-11048,10,Frozen,,,
22-11048,10,Lab,0,,
22-11048,20,5,,,
22-11048,20,10,,,
22-11048,20,20,,,
22-11048,20,40,,,
22-11048,20,80,,,
22-11048,20,120,,,
22-11048,20,Frozen,,,
22-11048,20,Lab,0,,
22-11048,40,5,,,
22-11048,40,10,,,
22-11048,40,20,,,
22-11048,40,40,,,
22-11048,40,80,,,
22-11048,40,120,,,
22-11048,40,Frozen,,,
22-11048,40,Lab,0,,
22-11049,0,5,0,,
22-11049,0,10,0,,
22-11049,0,20,0,,
22-11049,0,40,0,,
22-11049,0,80,0,,
22-11049,0,120,0,,
22-11049,0,Frozen,,,
22-11049,0,Lab,0,,
22-11049,5,5,0,,
22-11049,5,10,0,,
22-11049,5,20,0,,
22-11049,5,40,0,,
22-11049,5,80,0,,
22-11049,5,120,0,,
22-11049,5,Frozen,,,
22-11049,5,Lab,0,,
22-11049,10,5,0,,
22-11049,10,10,0,,
22-11049,10,20,0,,
22-11049,10,40,0,,
22-11049,10,80,0,,
22-11049,10,120,0,,
22-11049,10,Frozen,,,
22-11049,10,Lab,0,,
22-11049,20,5,0,,
22-11049,20,10,0,,
22-11049,20,20,0,,
22-11049,20,40,0,,
22-11049,20,80,0,,
22-11049,20,120,0,,
22-11049,20,Frozen,,,
22-11049,20,Lab,0,,
22-11049,40,5,0,,
22-11049,40,10,0,,
22-11049,40,20,3,,
22-11049,40,40,3,,
22-11049,40,80,0,,
22-11049,40,120,0,,
22-11049,40,Frozen,,,
22-11049,40,Lab,0,,
22-11052,0,5,1,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,10,1,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,20,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,40,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,80,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,120,2,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,Frozen,2,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,0,Lab,2,,
22-11052,5,5,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,10,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,20,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,40,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,80,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,120,2,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,Frozen,2,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,5,Lab,,,5 % missing
22-11052,10,5,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,10,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,20,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,40,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,80,27,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,120,20,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,Frozen,34,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,10,Lab,31,,
22-11052,20,5,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,10,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,20,1,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,40,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,80,1,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,120,11,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,Frozen,10,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,20,Lab,10,,
22-11052,40,5,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,10,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,20,1,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,40,0,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,80,34,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,120,80,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,Frozen,417,"Störungen: 0% = weggepustet, 5% Blatt schief/verloren gegangen, 40% beim einsammeln sind Ameisen runtergefallen",
22-11052,40,Lab,439,,
22-11053,0,5,0,,
22-11053,0,10,0,,
22-11053,0,20,0,,
22-11053,0,40,,,
22-11053,0,80,0,,
22-11053,0,120,0,,
22-11053,0,Frozen,,,
22-11053,0,Lab,0,,
22-11053,5,5,0,,
22-11053,5,10,0,,
22-11053,5,20,0,,
22-11053,5,40,,,
22-11053,5,80,0,,
22-11053,5,120,0,,
22-11053,5,Frozen,,,
22-11053,5,Lab,0,,
22-11053,10,5,0,,
22-11053,10,10,0,,
22-11053,10,20,0,,
22-11053,10,40,,,
22-11053,10,80,0,,
22-11053,10,120,0,,
22-11053,10,Frozen,,,
22-11053,10,Lab,0,,
22-11053,20,5,0,,
22-11053,20,10,0,,
22-11053,20,20,0,,
22-11053,20,40,,,
22-11053,20,80,0,,
22-11053,20,120,0,,
22-11053,20,Frozen,,,
22-11053,20,Lab,0,,
22-11053,40,5,1,,
22-11053,40,10,2,,
22-11053,40,20,3,,
22-11053,40,40,4,,
22-11053,40,80,0,,
22-11053,40,120,0,,
22-11053,40,Frozen,,,
22-11053,40,Lab,0,,
22-11054,0,5,0,,
22-11054,0,10,0,,
22-11054,0,20,0,,
22-11054,0,40,0,,
22-11054,0,80,0,,
22-11054,0,120,0,,
22-11054,0,Frozen,,,
22-11054,0,Lab,0,,
22-11054,5,5,0,,
22-11054,5,10,0,,
22-11054,5,20,0,,
22-11054,5,40,0,,
22-11054,5,80,0,,
22-11054,5,120,0,,
22-11054,5,Frozen,,,
22-11054,5,Lab,0,,
22-11054,10,5,0,,
22-11054,10,10,0,,
22-11054,10,20,0,,
22-11054,10,40,0,,
22-11054,10,80,0,,
22-11054,10,120,0,,
22-11054,10,Frozen,,,
22-11054,10,Lab,0,,
22-11054,20,5,0,,
22-11054,20,10,0,,
22-11054,20,20,0,,
22-11054,20,40,0,,
22-11054,20,80,0,,
22-11054,20,120,0,,
22-11054,20,Frozen,,,
22-11054,20,Lab,0,,
22-11054,40,5,0,,
22-11054,40,10,0,,
22-11054,40,20,0,,
22-11054,40,40,0,,
22-11054,40,80,0,,
22-11054,40,120,0,,
22-11054,40,Frozen,,,
22-11054,40,Lab,0,,
22-11055,0,5,1,,
22-11055,0,10,0,,
22-11055,0,20,0,,
22-11055,0,40,0,,
22-11055,0,80,0,,
22-11055,0,120,0,,
22-11055,0,Frozen,0,,
22-11055,0,Lab,,,no sample linked to this data sheet
22-11055,5,5,0,,
22-11055,5,10,1,,
22-11055,5,20,0,,
22-11055,5,40,0,,
22-11055,5,80,1,,
22-11055,5,120,0,,
22-11055,5,Frozen,0,,
22-11055,5,Lab,,,no sample linked to this data sheet
22-11055,10,5,0,,
22-11055,10,10,2,,
22-11055,10,20,0,,
22-11055,10,40,0,,
22-11055,10,80,1,,
22-11055,10,120,0,,
22-11055,10,Frozen,0,,
22-11055,10,Lab,,,no sample linked to this data sheet
22-11055,20,5,1,,
22-11055,20,10,1,,
22-11055,20,20,3,,
22-11055,20,40,0,,
22-11055,20,80,0,,
22-11055,20,120,0,,
22-11055,20,Frozen,0,,
22-11055,20,Lab,,,no sample linked to this data sheet
22-11055,40,5,0,,
22-11055,40,10,1,,
22-11055,40,20,0,,
22-11055,40,40,0,,
22-11055,40,80,1,,
22-11055,40,120,0,,
22-11055,40,Frozen,0,,
22-11055,40,Lab,,,no sample linked to this data sheet
22-11056,0,5,1,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,10,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,20,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,40,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,80,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,120,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,Frozen,,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,0,Lab,0,,"2 entries for this sample ID, 1 with no ants on any %"
22-11056,5,5,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,10,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,20,2,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,40,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,80,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,120,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,Frozen,,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,5,Lab,0,,"2 entries for this sample ID, 1 with no ants on any %"
22-11056,10,5,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,10,10,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
22-11056,10,20,0,Wir hatten ein kleines Zeitproblem deshalb steht bei 40 nix. Wir hatten 55 Ameisen aber dan waren sie weg.,"17° in the morning, 25 later. half shade in the beginning, no shade at the end. 
Not sure if end time is 11:30 or 11:50, see handwriting on sheet"
